open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1722530100000,-0.00086821,-0.00008716,-0.00086821,-0.00017258,0,1722530159999,0,12,0,0,0
1722530160000,-0.00043661,-0.00003633,-0.00085917,-0.00035241,0,1722530219999,0,12,0,0,0
1722530220000,-0.00035886,-0.00008236,-0.00092398,-0.00037059,0,1722530279999,0,12,0,0,0
1722530280000,-0.00056899,-0.00011348,-0.00081729,-0.00016387,0,1722530339999,0,12,0,0,0
1722530340000,-0.00035883,-0.00026462,-0.00064765,-0.00038376,0,1722530399999,0,12,0,0,0
1722530400000,-0.00046305,0.00009400,-0.00071623,-0.00065115,0,1722530459999,0,12,0,0,0
1722530460000,-0.00054817,-0.00010442,-0.00080000,-0.00024565,0,1722530519999,0,12,0,0,0
1722530520000,-0.00054975,-0.00002438,-0.00061894,-0.00022570,0,1722530579999,0,12,0,0,0
1722530580000,-0.00030244,0.00009266,-0.00045706,-0.00008104,0,1722530639999,0,12,0,0,0
1722530640000,-0.00013046,0.00036628,-0.00059187,0.00036628,0,1722530699999,0,12,0,0,0
1722530700000,-0.00041638,0.00029655,-0.00055768,-0.00055768,0,1722530759999,0,12,0,0,0
1722530760000,-0.00005804,0.00032400,-0.00023764,0.00019737,0,1722530819999,0,12,0,0,0
1722530820000,-0.00007219,0.00019534,-0.00053703,-0.00022985,0,1722530879999,0,12,0,0,0
1722530880000,-0.00008321,0.00000300,-0.00041823,-0.00028446,0,1722530939999,0,12,0,0,0
